Gene ID	Gene Symbol
5336	PLCG2
5337	PLD1
5338	PLD2
534	ATP6V1G2
5340	PLG
535	ATP6V0A1
5351	PLOD1
5352	PLOD2
53630	BCO1
5372	PMM1
5373	PMM2
539	ATP5O
53905	DUOX1
53919	SLCO1C1
53947	A4GALT
54	ACP5
54020	SLC37A1
5406	PNLIP
5407	PNLIPRP1
5408	PNLIPRP2
5409	PNMT
54187	NANS
54344	DPM3
54363	HAO1
54407	SLC38A2
54480	CHPF2
54490	UGT2B28
54511	HMGCLL1
54539	NDUFB11
54575	UGT1A10
54576	UGT1A8
54577	UGT1A7
54578	UGT1A6
54579	UGT1A5
54600	UGT1A9
5464	PPA1
54657	UGT1A4
54658	UGT1A1
54659	UGT1A3
54675	CRLS1
54677	CROT
54682	MANSC1
5471	PPAT
54716	SLC6A20
5476	CTSA
548596	CKMT1A
54872	PIGG
54898	ELOVL2
549	AUH
54963	UCKL1
54965	PIGX
5498	PPOX
54981	NMRK1
54995	OXSM
55	ACPP
55065	SLC52A1
55089	SLC38A4
55163	PNPO
55191	NADSYN1
55217	TMLHE
55224	ETNK2
55229	PANK4
55268	ECHDC2
55276	PGM2
55293	UEVLD
55301	OLAH
55304	SPTLC3
55312	RFK
55315	SLC29A3
55326	AGPAT5
55343	SLC35C1
55349	CHDH
55350	VNN3
55361	PI4K2A
5538	PPT1
55454	CSGALNACT2
55500	ETNK1
55501	CHST12
55512	SMPD3
55568	GALNT10
55577	NAGK
55586	MIOX
55627	SMPD4
55650	PIGV
55748	CNDP2
55790	CSGALNACT1
55808	ST6GALNAC1
55811	ADCY10
55825	PECR
55902	ACSS2
55907	CMAS
55967	NDUFA12
56052	ALG1
5625	PRODH
56267	KYAT3
56301	SLC7A10
5631	PRPS1
5634	PRPS2
56474	CTPS2
56548	CHST7
56603	CYP26B1
56606	SLC2A9
56623	INPP5E
56848	SPHK2
56894	AGPAT3
56895	AGPAT4
56913	C1GALT1
56922	MCCC1
56953	NT5M
56954	NIT2
56994	CHPT1
570	BAAT
57026	PDXP
57030	SLC17A7
57084	SLC17A6
57094	CPA6
57127	RHBG
57134	MAN1C1
57171	DOLPP1
57194	ATP10A
5723	PSPH
5728	PTEN
57282	SLC4A10
5730	PTGDS
57379	AICDA
57393	TMEM27
5740	PTGIS
57419	SLC24A3
5742	PTGS1
5743	PTGS2
57468	SLC12A5
57486	NLN
57571	CARNS1
57665	RDH14
57678	GPAM
57733	GBA3
57818	G6PC2
57834	CYP4F11
57835	SLC4A5
5805	PTS
5825	ABCD3
5831	PYCR1
5832	ALDH18A1
5833	PCYT2
5834	PYGB
5836	PYGL
5837	PYGM
58508	KMT2C
58510	PRODH2
586	BCAT1
5860	QDPR
587	BCAT2
59272	ACE2
593	BCKDHA
594	BCKDHB
5947	RBP1
5948	RBP2
5950	RBP4
5959	RDH5
5973	RENBP
6005	RHAG
60386	SLC25A19
60481	ELOVL5
60482	SLC5A7
60490	PPCDC
60496	AASDHPPT
60559	SPCS3
6120	RPE
6184	RPN1
6185	RPN2
622	BDH1
6240	RRM1
6241	RRM2
6303	SAT1
6307	MSMO1
6309	SC5D
6319	SCD
6342	SCP2
635	BHMT
6389	SDHA
6390	SDHB
6391	SDHC
63917	GALNT11
6392	SDHD
64064	OXCT2
64077	LHPP
64078	SLC28A3
64080	RBKS
64087	MCCC2
64131	XYLT1
64132	XYLT2
641371	ACOT1
641372	ACOT6
641649	TMEM91
64220	STRA6
64240	ABCG5
64241	ABCG8
644	BLVRA
6448	SGSH
64499	TPSB2
645	BLVRB
645740	NOS2P1
64579	NDST4
64600	PLA2G2F
6470	SHMT1
64711	HS3ST6
6472	SHMT2
6476	SI
64772	ENGASE
64781	CERK
6480	ST6GAL1
64802	NMNAT1
64816	CYP3A43
6482	ST3GAL1
6483	ST3GAL2
64834	ELOVL1
6484	ST3GAL4
64841	GNPNAT1
64849	SLC13A3
64850	ETNPPL
6487	ST3GAL3
6489	ST8SIA1
64902	AGXT2
65010	SLC26A6
6505	SLC1A1
6506	SLC1A2
6507	SLC1A3
6508	SLC4A3
6509	SLC1A4
6510	SLC1A5
6511	SLC1A6
6512	SLC1A7
6513	SLC2A1
6514	SLC2A2
6515	SLC2A3
6517	SLC2A4
6518	SLC2A5
6519	SLC3A1
6520	SLC3A2
6521	SLC4A1
6522	SLC4A2
65220	NADK
6523	SLC5A1
6524	SLC5A2
6526	SLC5A3
65263	PYCRL
6528	SLC5A5
6529	SLC6A1
6530	SLC6A2
6531	SLC6A3
6532	SLC6A4
6533	SLC6A6
6534	SLC6A7
6535	SLC6A8
6536	SLC6A9
6538	SLC6A11
6539	SLC6A12
6540	SLC6A13
6541	SLC7A1
6542	SLC7A2
6543	SLC8A2
6546	SLC8A1
6547	SLC8A3
6548	SLC9A1
6549	SLC9A2
6550	SLC9A3
6553	SLC9A5
6554	SLC10A1
6555	SLC10A2
6556	SLC11A1
6557	SLC12A1
6558	SLC12A2
6559	SLC12A3
6560	SLC12A4
6561	SLC13A1
6563	SLC14A1
6564	SLC15A1
6565	SLC15A2
6566	SLC16A1
6567	SLC16A2
6568	SLC17A1
6569	SLC34A1
6570	SLC18A1
6571	SLC18A2
6572	SLC18A3
6573	SLC19A1
6574	SLC20A1
6575	SLC20A2
6576	SLC25A1
6578	SLCO2A1
6579	SLCO1A2
6580	SLC22A1
6581	SLC22A3
6582	SLC22A2
6583	SLC22A4
6584	SLC22A5
65985	AACS
66002	CYP4F12
66035	SLC2A11
6609	SMPD1
6610	SMPD2
6611	SMS
6646	SOAT1
6647	SOD1
6648	SOD2
6649	SOD3
6652	SORD
6675	UAP1
669	BPGM
6697	SPR
6713	SQLE
6715	SRD5A1
6716	SRD5A2
6718	AKR1D1
6723	SRM
6783	SULT1E1
6785	ELOVL4
6799	SULT1A2
6817	SULT1A1
6818	SULT1A3
682	BSG
6820	SULT2B1
6821	SUOX
6822	SULT2A1
6833	ABCC8
6839	SUV39H1
686	BTD
6888	TALDO1
6898	TAT
6916	TBXAS1
6999	TDO2
7001	PRDX2
7037	TFRC
7054	TH
7083	TK1
7084	TK2
7086	TKT
7108	TM7SF2
7166	TPH1
7167	TPI1
7173	TPO
7177	TPSAB1
7263	TST
7264	TSTA3
728441	GGT2
7295	TXN
7296	TXNRD1
7298	TYMS
7299	TYR
7306	TYRP1
7350	UCP1
7351	UCP2
7352	UCP3
7355	SLC35A2
7357	UGCG
7358	UGDH
7360	UGP2
7363	UGT2B4
7364	UGT2B7
7365	UGT2B10
7366	UGT2B15
7367	UGT2B17
7368	UGT8
7371	UCK2
7372	UMPS
7378	UPP1
7381	UQCRB
7384	UQCRC1
7385	UQCRC2
7386	UQCRFS1
7388	UQCRH
7389	UROD
7390	UROS
7498	XDH
759	CA1
760	CA2
761	CA3
762	CA4
763	CA5A
765	CA6
766	CA7
767	CA8
768	CA9
771	CA12
7779	SLC30A1
7841	MOGS
788	SLC25A20
790	CAD
79017	GGCT
79053	ALG8
79071	ELOVL6
79077	DCTPP1
79087	ALG12
7915	ALDH5A1
79178	THTPA
7923	HSD17B8
79369	B3GNT4
7941	PLA2G7
79581	SLC52A2
79586	CHPF
79611	ACSS3
79623	GALNT14
79646	PANK3
79695	GALNT12
79717	PPCS
79723	SUV39H2
79751	SLC25A22
79813	EHMT1
79814	AGMAT
79837	PIP4K2C
79896	THNSL1
79901	CYBRD1
7991	TUSC3
79966	SCD5
80025	PANK2
80055	PGAP1
80142	PTGES2
80146	UXS1
80150	ASRGL1
80162	ATHL1
80168	MOGAT2
80201	HKDC1
80235	PIGZ
80270	HSD3B7
80271	ITPKC
8029	CUBN
80308	FLAD1
80339	PNPLA3
8034	SLC25A16
80347	COASY
8050	PDHX
80704	SLC19A3
80724	ACAD10
80854	SETD7
81031	SLC2A10
8140	SLC7A5
81490	PTDSS2
81537	SGPP1
81539	SLC38A1
81579	PLA2G12A
81616	ACSBG2
81693	AMN
8170	SLC14A2
81849	ST6GALNAC5
8228	PNPLA4
8260	NAA10
8277	TKTL1
8288	EPX
8309	ACOX2
8310	ACOX3
83549	UCK1
83594	NUDT12
83697	SLC4A9
8372	HYAL3
83733	SLC25A18
83852	SETDB2
83884	SLC25A2
8394	PIP5K1A
8395	PIP5K1B
8396	PIP4K2B
8398	PLA2G6
8399	PLA2G10
84002	B3GNT5
8402	SLC25A11
84076	TKTL2
84105	PCBD2
84129	ACAD11
8418	CMAHP
8424	BBOX1
84264	HAGHL
8435	SOAT2
8443	GNPAT
84444	DOT1L
84532	ACSS1
84569	LYZL1
84618	NT5C1A
84649	DGAT2
84679	SLC9A7
84693	MCEE
847	CAT
84701	COX4I2
84706	GPT2
84720	PIGO
84735	CNDP1
8479	HIRIP3
84803	GPAT3
84812	PLCD4
84889	SLC7A3
84890	ADO
84912	SLC35B4
84920	ALG10
8501	SLC43A1
8503	PIK3R3
8509	NDST2
8513	LIPF
8525	DGKZ
8526	DGKE
8527	DGKD
8528	DDO
8529	CYP4F2
85320	ABCC11
8534	CHST1
85365	ALG2
8540	AGPS
85465	EPT1
8560	DEGS1
8564	KMO
8566	PDXK
8574	AKR7A2
8604	SLC25A12
8608	RDH16
8611	PLPP1
8612	PLPP2
8613	PLPP3
8622	PDE8B
8639	AOC3
8647	ABCB11
